"Date","Price","Open","High","Low","Vol","Change %"
"05/01/2023","1.3542","1.3544","1.3585","1.3529","","-0.06%"
"04/28/2023","1.3550","1.3592","1.3669","1.3535","","-0.30%"
"04/27/2023","1.3591","1.3636","1.3647","1.3589","","-0.32%"
"04/26/2023","1.3635","1.3628","1.3652","1.3599","","0.07%"
"04/25/2023","1.3625","1.3540","1.3649","1.3523","","0.64%"
"04/24/2023","1.3539","1.3542","1.3569","1.3522","","0.00%"
"04/21/2023","1.3539","1.3475","1.3564","1.3471","","0.48%"
"04/20/2023","1.3474","1.3460","1.3491","1.3448","","0.10%"
"04/19/2023","1.3460","1.3389","1.3469","1.3384","","0.55%"
"04/18/2023","1.3387","1.3395","1.3400","1.3359","","-0.04%"
"04/17/2023","1.3392","1.3362","1.3421","1.3341","","0.23%"
"04/14/2023","1.3361","1.3338","1.3397","1.3302","","0.20%"
"04/13/2023","1.3334","1.3441","1.3449","1.3333","","-0.77%"
"04/12/2023","1.3438","1.3468","1.3491","1.3427","","-0.21%"
"04/11/2023","1.3466","1.3510","1.3518","1.3462","","-0.30%"
"04/10/2023","1.3506","1.3523","1.3555","1.3484","","-0.01%"
"04/07/2023","1.3507","1.3492","1.3532","1.3483","","0.11%"
"04/06/2023","1.3492","1.3457","1.3507","1.3447","","0.25%"
"04/05/2023","1.3458","1.3442","1.3484","1.3426","","0.14%"
"04/04/2023","1.3439","1.3438","1.3469","1.3406","","0.03%"
"04/03/2023","1.3435","1.3518","1.3537","1.3411","","-0.59%"
"03/31/2023","1.3515","1.3523","1.3566","1.3507","","-0.04%"
"03/30/2023","1.3520","1.3558","1.3583","1.3515","","-0.26%"
"03/29/2023","1.3555","1.3602","1.3618","1.3556","","-0.32%"
"03/28/2023","1.3598","1.3663","1.3697","1.3591","","-0.45%"
"03/27/2023","1.3660","1.3741","1.3747","1.3649","","-0.61%"
"03/24/2023","1.3744","1.3717","1.3806","1.3707","","0.23%"
"03/23/2023","1.3713","1.3728","1.3736","1.3630","","-0.10%"
"03/22/2023","1.3727","1.3715","1.3746","1.3657","","0.10%"
"03/21/2023","1.3713","1.3666","1.3738","1.3643","","0.36%"
"03/20/2023","1.3664","1.3725","1.3749","1.3651","","-0.46%"
"03/17/2023","1.3727","1.3722","1.3774","1.3677","","0.07%"
"03/16/2023","1.3718","1.3762","1.3789","1.3714","","-0.36%"
"03/15/2023","1.3767","1.3685","1.3815","1.3659","","0.61%"
"03/14/2023","1.3684","1.3726","1.3752","1.3651","","-0.29%"
"03/13/2023","1.3724","1.3819","1.3827","1.3677","","-0.74%"
"03/10/2023","1.3827","1.3824","1.3863","1.3761","","0.00%"
"03/09/2023","1.3827","1.3801","1.3838","1.3751","","0.17%"
"03/08/2023","1.3804","1.3754","1.3816","1.3743","","0.39%"
"03/07/2023","1.3751","1.3615","1.3762","1.3599","","1.02%"
"03/06/2023","1.3612","1.3595","1.3630","1.3582","","0.14%"
"03/03/2023","1.3593","1.3597","1.3645","1.3555","","-0.01%"
"03/02/2023","1.3594","1.3596","1.3642","1.3582","","0.00%"
"03/01/2023","1.3594","1.3642","1.3661","1.3584","","-0.37%"
"02/28/2023","1.3645","1.3577","1.3649","1.3560","","0.52%"
"02/27/2023","1.3575","1.3613","1.3626","1.3534","","-0.25%"
"02/24/2023","1.3609","1.3544","1.3666","1.3527","","0.46%"
"02/23/2023","1.3547","1.3550","1.3583","1.3515","","-0.01%"
"02/22/2023","1.3549","1.3542","1.3570","1.3513","","0.09%"
"02/21/2023","1.3537","1.3454","1.3550","1.3441","","0.64%"
"02/20/2023","1.3451","1.3477","1.3496","1.3441","","-0.14%"
"02/17/2023","1.3470","1.3454","1.3539","1.3448","","0.10%"
"02/16/2023","1.3456","1.3391","1.3480","1.3357","","0.48%"
"02/15/2023","1.3392","1.3338","1.3441","1.3333","","0.43%"
"02/14/2023","1.3334","1.3333","1.3392","1.3274","","0.03%"
"02/13/2023","1.3330","1.3347","1.3381","1.3325","","-0.10%"
"02/10/2023","1.3344","1.3452","1.3474","1.3338","","-0.80%"
"02/09/2023","1.3451","1.3444","1.3464","1.3372","","0.05%"
"02/08/2023","1.3444","1.3399","1.3452","1.3360","","0.34%"
"02/07/2023","1.3398","1.3446","1.3470","1.3379","","-0.36%"
"02/06/2023","1.3446","1.3391","1.3477","1.3391","","0.37%"
"02/03/2023","1.3396","1.3318","1.3427","1.3311","","0.61%"
"02/02/2023","1.3315","1.3287","1.3348","1.3261","","0.21%"
"02/01/2023","1.3287","1.3305","1.3381","1.3265","","-0.14%"
"01/31/2023","1.3305","1.3388","1.3472","1.3298","","-0.59%"
"01/30/2023","1.3384","1.3312","1.3391","1.3299","","0.56%"
"01/27/2023","1.3309","1.3321","1.3348","1.3299","","-0.08%"
"01/26/2023","1.3320","1.3392","1.3410","1.3303","","-0.54%"
"01/25/2023","1.3392","1.3372","1.3429","1.3340","","0.16%"
"01/24/2023","1.3370","1.3371","1.3415","1.3346","","0.03%"
"01/23/2023","1.3366","1.3385","1.3419","1.3341","","-0.10%"
"01/20/2023","1.3380","1.3462","1.3499","1.3372","","-0.59%"
"01/19/2023","1.3460","1.3491","1.3521","1.3446","","-0.23%"
"01/18/2023","1.3491","1.3387","1.3501","1.3350","","0.77%"
"01/17/2023","1.3388","1.3406","1.3439","1.3368","","-0.14%"
"01/16/2023","1.3407","1.3398","1.3419","1.3352","","0.08%"
"01/13/2023","1.3396","1.3364","1.3441","1.3321","","0.25%"
"01/12/2023","1.3362","1.3426","1.3457","1.3345","","-0.45%"
"01/11/2023","1.3422","1.3427","1.3447","1.3404","","-0.01%"
"01/10/2023","1.3423","1.3386","1.3447","1.3375","","0.27%"
"01/09/2023","1.3387","1.3444","1.3450","1.3356","","-0.41%"
"01/06/2023","1.3442","1.3575","1.3666","1.3432","","-0.94%"
"01/05/2023","1.3569","1.3477","1.3597","1.3469","","0.69%"
"01/04/2023","1.3476","1.3671","1.3681","1.3475","","-1.41%"
"01/03/2023","1.3669","1.3573","1.3686","1.3522","","0.71%"
"01/02/2023","1.3572","1.3551","1.3585","1.3524","","0.17%"
"12/30/2022","1.3549","1.3548","1.3583","1.3513","","0.02%"
"12/29/2022","1.3546","1.3611","1.3612","1.3537","","-0.46%"
"12/28/2022","1.3608","1.3528","1.3612","1.3484","","0.64%"
"12/27/2022","1.3522","1.3584","1.3585","1.3484","","-0.45%"
"12/26/2022","1.3583","1.3611","1.3617","1.3575","","-0.11%"
"12/23/2022","1.3598","1.3647","1.3664","1.3562","","-0.35%"
"12/22/2022","1.3646","1.3610","1.3686","1.3570","","0.27%"
"12/21/2022","1.3609","1.3610","1.3639","1.3588","","0.00%"
"12/20/2022","1.3609","1.3651","1.3706","1.3579","","-0.24%"
"12/19/2022","1.3642","1.3679","1.3696","1.3622","","-0.42%"
"12/16/2022","1.3700","1.3656","1.3707","1.3617","","0.31%"
"12/15/2022","1.3658","1.3550","1.3675","1.3539","","0.81%"
"12/14/2022","1.3548","1.3551","1.3613","1.3519","","-0.01%"
"12/13/2022","1.3549","1.3639","1.3645","1.3521","","-0.63%"
"12/12/2022","1.3635","1.3635","1.3685","1.3618","","-0.11%"
"12/09/2022","1.3650","1.3596","1.3692","1.3569","","0.40%"
"12/08/2022","1.3595","1.3652","1.3690","1.3561","","-0.41%"
"12/07/2022","1.3651","1.3654","1.3701","1.3589","","0.00%"
"12/06/2022","1.3651","1.3590","1.3677","1.3570","","0.46%"
"12/05/2022","1.3588","1.3465","1.3607","1.3384","","0.89%"
"12/02/2022","1.3468","1.3438","1.3521","1.3420","","0.27%"
"12/01/2022","1.3432","1.3411","1.3472","1.3395","","0.17%"
"11/30/2022","1.3409","1.3578","1.3594","1.3410","","-1.24%"
"11/29/2022","1.3578","1.3499","1.3647","1.3408","","0.60%"
"11/28/2022","1.3497","1.3398","1.3506","1.3390","","0.90%"
"11/25/2022","1.3377","1.3337","1.3400","1.3316","","0.30%"
"11/24/2022","1.3337","1.3353","1.3363","1.3316","","-0.10%"
"11/23/2022","1.3351","1.3377","1.3441","1.3345","","-0.18%"
"11/22/2022","1.3375","1.3450","1.3458","1.3365","","-0.54%"
"11/21/2022","1.3447","1.3386","1.3497","1.3372","","0.47%"
"11/18/2022","1.3384","1.3326","1.3411","1.3299","","0.44%"
"11/17/2022","1.3326","1.3328","1.3403","1.3305","","-0.01%"
"11/16/2022","1.3327","1.3279","1.3348","1.3227","","0.38%"
"11/15/2022","1.3277","1.3313","1.3336","1.3226","","-0.26%"
"11/14/2022","1.3311","1.3256","1.3319","1.3239","","0.43%"
"11/11/2022","1.3254","1.3320","1.3362","1.3235","","-0.48%"
"11/10/2022","1.3318","1.3529","1.3572","1.3307","","-1.54%"
"11/09/2022","1.3526","1.3427","1.3542","1.3411","","0.74%"
"11/08/2022","1.3426","1.3499","1.3528","1.3386","","-0.52%"
"11/07/2022","1.3496","1.3543","1.3555","1.3464","","0.13%"
"11/04/2022","1.3478","1.3746","1.3751","1.3469","","-1.94%"
"11/03/2022","1.3745","1.3712","1.3809","1.3681","","0.26%"
"11/02/2022","1.3710","1.3632","1.3715","1.3548","","0.59%"
"11/01/2022","1.3629","1.3625","1.3669","1.3529","","0.05%"
"10/31/2022","1.3622","1.3615","1.3686","1.3600","","0.16%"
"10/28/2022","1.3600","1.3565","1.3635","1.3524","","0.27%"
"10/27/2022","1.3563","1.3553","1.3628","1.3494","","0.09%"
"10/26/2022","1.3551","1.3608","1.3652","1.3507","","-0.40%"
"10/25/2022","1.3606","1.3705","1.3749","1.3600","","-0.72%"
"10/24/2022","1.3704","1.3649","1.3776","1.3606","","0.48%"
"10/21/2022","1.3638","1.3766","1.3856","1.3628","","-0.91%"
"10/20/2022","1.3763","1.3767","1.3808","1.3650","","-0.01%"
"10/19/2022","1.3764","1.3741","1.3811","1.3718","","0.19%"
"10/18/2022","1.3738","1.3714","1.3811","1.3657","","0.21%"
"10/17/2022","1.3709","1.3877","1.3881","1.3699","","-1.23%"
"10/14/2022","1.3880","1.3752","1.3899","1.3704","","0.95%"
"10/13/2022","1.3750","1.3814","1.3979","1.3707","","-0.46%"
"10/12/2022","1.3814","1.3798","1.3831","1.3760","","0.13%"
"10/11/2022","1.3796","1.3777","1.3857","1.3714","","0.15%"
"10/10/2022","1.3775","1.3735","1.3783","1.3702","","0.28%"
"10/07/2022","1.3737","1.3749","1.3762","1.3674","","-0.07%"
"10/06/2022","1.3747","1.3617","1.3757","1.3563","","0.98%"
"10/05/2022","1.3614","1.3513","1.3697","1.3503","","0.76%"
"10/04/2022","1.3511","1.3624","1.3665","1.3503","","-0.81%"
"10/03/2022","1.3622","1.3816","1.3828","1.3620","","-1.48%"
"09/30/2022","1.3826","1.3679","1.3840","1.3657","","1.09%"
"09/29/2022","1.3677","1.3607","1.3757","1.3605","","0.53%"
"09/28/2022","1.3605","1.3726","1.3834","1.3602","","-0.85%"
"09/27/2022","1.3721","1.3739","1.3777","1.3639","","-0.08%"
"09/26/2022","1.3732","1.3591","1.3810","1.3558","","1.05%"
"09/23/2022","1.3589","1.3487","1.3613","1.3467","","0.76%"
"09/22/2022","1.3487","1.3460","1.3546","1.3408","","0.17%"
"09/21/2022","1.3464","1.3363","1.3469","1.3357","","0.76%"
"09/20/2022","1.3362","1.3251","1.3376","1.3226","","0.86%"
"09/19/2022","1.3248","1.3269","1.3345","1.3244","","-0.09%"
"09/16/2022","1.3260","1.3228","1.3309","1.3226","","0.25%"
"09/15/2022","1.3227","1.3167","1.3242","1.3153","","0.49%"
"09/14/2022","1.3163","1.3169","1.3207","1.3139","","-0.03%"
"09/13/2022","1.3167","1.2993","1.3176","1.2953","","1.35%"
"09/12/2022","1.2991","1.3024","1.3058","1.2962","","-0.27%"
"09/09/2022","1.3026","1.3093","1.3099","1.2981","","-0.50%"
"09/08/2022","1.3091","1.3127","1.3161","1.3076","","-0.26%"
"09/07/2022","1.3125","1.3155","1.3210","1.3110","","-0.21%"
"09/06/2022","1.3152","1.3142","1.3171","1.3096","","0.08%"
"09/05/2022","1.3141","1.3128","1.3175","1.3123","","0.07%"
"09/02/2022","1.3132","1.3155","1.3171","1.3074","","-0.15%"
"09/01/2022","1.3152","1.3133","1.3209","1.3125","","0.19%"
"08/31/2022","1.3127","1.3093","1.3142","1.3062","","0.27%"
"08/30/2022","1.3092","1.3012","1.3110","1.2971","","0.62%"
"08/29/2022","1.3011","1.3030","1.3077","1.2989","","-0.17%"
"08/26/2022","1.3033","1.2924","1.3045","1.2903","","0.84%"
"08/25/2022","1.2924","1.2967","1.2977","1.2895","","-0.32%"
"08/24/2022","1.2965","1.2953","1.3019","1.2953","","0.10%"
"08/23/2022","1.2952","1.3057","1.3065","1.2932","","-0.80%"
"08/22/2022","1.3057","1.2997","1.3062","1.2970","","0.49%"
"08/19/2022","1.2993","1.2951","1.3010","1.2943","","0.36%"
"08/18/2022","1.2947","1.2911","1.2968","1.2880","","0.29%"
"08/17/2022","1.2909","1.2846","1.2938","1.2826","","0.51%"
"08/16/2022","1.2844","1.2907","1.2930","1.2830","","-0.46%"
"08/15/2022","1.2904","1.2770","1.2936","1.2769","","1.03%"
"08/12/2022","1.2773","1.2769","1.2804","1.2738","","0.09%"
"08/11/2022","1.2761","1.2773","1.2793","1.2727","","-0.09%"
"08/10/2022","1.2773","1.2888","1.2897","1.2750","","-0.89%"
"08/09/2022","1.2888","1.2859","1.2902","1.2843","","0.26%"
"08/08/2022","1.2854","1.2932","1.2952","1.2838","","-0.59%"
"08/05/2022","1.2930","1.2865","1.2986","1.2861","","0.51%"
"08/04/2022","1.2864","1.2845","1.2878","1.2817","","0.20%"
"08/03/2022","1.2838","1.2883","1.2893","1.2831","","-0.33%"
"08/02/2022","1.2880","1.2845","1.2888","1.2832","","0.27%"
"08/01/2022","1.2845","1.2815","1.2858","1.2766","","0.41%"
"07/29/2022","1.2793","1.2807","1.2856","1.2788","","-0.09%"
"07/28/2022","1.2804","1.2825","1.2871","1.2794","","-0.13%"
"07/27/2022","1.2821","1.2888","1.2913","1.2808","","-0.49%"
"07/26/2022","1.2884","1.2849","1.2903","1.2815","","0.28%"
"07/25/2022","1.2848","1.2916","1.2947","1.2834","","-0.51%"
"07/22/2022","1.2914","1.2869","1.2929","1.2823","","0.37%"
"07/21/2022","1.2867","1.2882","1.2938","1.2859","","-0.13%"
"07/20/2022","1.2884","1.2871","1.2908","1.2853","","0.12%"
"07/19/2022","1.2869","1.2981","1.2991","1.2867","","-0.84%"
"07/18/2022","1.2978","1.3024","1.3030","1.2897","","-0.40%"
"07/15/2022","1.3030","1.3120","1.3137","1.3012","","-0.66%"
"07/14/2022","1.3117","1.2974","1.3225","1.2967","","1.13%"
"07/13/2022","1.2971","1.3023","1.3062","1.2936","","-0.38%"
"07/12/2022","1.3021","1.3009","1.3052","1.2983","","0.12%"
"07/11/2022","1.3005","1.2950","1.3053","1.2941","","0.44%"
"07/08/2022","1.2948","1.2965","1.3036","1.2936","","-0.12%"
"07/07/2022","1.2964","1.3038","1.3057","1.2962","","-0.55%"
"07/06/2022","1.3036","1.3039","1.3080","1.3011","","0.00%"
"07/05/2022","1.3036","1.2861","1.3085","1.2843","","1.38%"
"07/04/2022","1.2859","1.2888","1.2904","1.2837","","-0.19%"
"07/01/2022","1.2883","1.2873","1.2968","1.2866","","0.09%"
"06/30/2022","1.2872","1.2894","1.2934","1.2860","","-0.15%"
"06/29/2022","1.2891","1.2874","1.2902","1.2843","","0.16%"
"06/28/2022","1.2871","1.2881","1.2896","1.2818","","-0.05%"
"06/27/2022","1.2878","1.2895","1.2917","1.2863","","-0.12%"
"06/24/2022","1.2893","1.2996","1.3007","1.2889","","-0.78%"
"06/23/2022","1.2994","1.2948","1.3019","1.2936","","0.38%"
"06/22/2022","1.2945","1.2920","1.2998","1.2911","","0.20%"
"06/21/2022","1.2919","1.2981","1.2988","1.2905","","-0.46%"
"06/20/2022","1.2979","1.3031","1.3040","1.2977","","-0.36%"
"06/17/2022","1.3026","1.2952","1.3080","1.2938","","0.59%"
"06/16/2022","1.2949","1.2890","1.2972","1.2860","","0.46%"
"06/15/2022","1.2890","1.2954","1.2996","1.2862","","-0.49%"
"06/14/2022","1.2954","1.2898","1.2976","1.2866","","0.44%"
"06/13/2022","1.2897","1.2783","1.2902","1.2773","","0.91%"
"06/10/2022","1.2781","1.2699","1.2814","1.2680","","0.67%"
"06/09/2022","1.2696","1.2565","1.2707","1.2548","","1.11%"
"06/08/2022","1.2557","1.2533","1.2567","1.2516","","0.23%"
"06/07/2022","1.2528","1.2580","1.2620","1.2522","","-0.37%"
"06/06/2022","1.2575","1.2591","1.2603","1.2534","","-0.14%"
"06/03/2022","1.2593","1.2570","1.2597","1.2550","","0.19%"
"06/02/2022","1.2569","1.2657","1.2688","1.2563","","-0.69%"
"06/01/2022","1.2656","1.2645","1.2678","1.2608","","0.09%"
"05/31/2022","1.2644","1.2656","1.2688","1.2628","","-0.09%"
"05/30/2022","1.2655","1.2732","1.2736","1.2650","","-0.53%"
"05/27/2022","1.2723","1.2774","1.2785","1.2717","","-0.38%"
"05/26/2022","1.2772","1.2815","1.2850","1.2767","","-0.34%"
"05/25/2022","1.2815","1.2818","1.2886","1.2802","","-0.02%"
"05/24/2022","1.2817","1.2766","1.2874","1.2765","","0.42%"
"05/23/2022","1.2764","1.2844","1.2849","1.2766","","-0.56%"
"05/20/2022","1.2836","1.2827","1.2869","1.2775","","0.09%"
"05/19/2022","1.2825","1.2890","1.2895","1.2782","","-0.49%"
"05/18/2022","1.2888","1.2812","1.2897","1.2794","","0.62%"
"05/17/2022","1.2809","1.2844","1.2859","1.2806","","-0.26%"
"05/16/2022","1.2843","1.2925","1.2983","1.2835","","-0.50%"
"05/13/2022","1.2908","1.3046","1.3051","1.2895","","-1.04%"
"05/12/2022","1.3044","1.2992","1.3078","1.2976","","0.39%"
"05/11/2022","1.2993","1.3026","1.3040","1.2921","","-0.23%"
"05/10/2022","1.3023","1.3010","1.3053","1.2961","","0.12%"
"05/09/2022","1.3007","1.2907","1.3017","1.2893","","0.79%"
"05/06/2022","1.2905","1.2835","1.2914","1.2813","","0.57%"
"05/05/2022","1.2832","1.2747","1.2869","1.2711","","0.79%"
"05/04/2022","1.2731","1.2844","1.2855","1.2728","","-0.86%"
"05/03/2022","1.2841","1.2883","1.2895","1.2824","","-0.29%"
"05/02/2022","1.2878","1.2840","1.2915","1.2839","","0.17%"
"04/29/2022","1.2856","1.2808","1.2863","1.2718","","0.40%"
"04/28/2022","1.2805","1.2821","1.2881","1.2790","","-0.11%"
"04/27/2022","1.2819","1.2822","1.2855","1.2777","","-0.05%"
"04/26/2022","1.2825","1.2731","1.2829","1.2683","","0.72%"
"04/25/2022","1.2733","1.2707","1.2779","1.2705","","0.18%"
"04/22/2022","1.2710","1.2579","1.2728","1.2566","","1.05%"
"04/21/2022","1.2578","1.2495","1.2592","1.2457","","0.64%"
"04/20/2022","1.2498","1.2615","1.2625","1.2471","","-0.94%"
"04/19/2022","1.2616","1.2614","1.2648","1.2567","","0.01%"
"04/18/2022","1.2615","1.2613","1.2645","1.2602","","0.03%"
"04/15/2022","1.2611","1.2601","1.2623","1.2591","","0.10%"
"04/14/2022","1.2598","1.2569","1.2644","1.2521","","0.25%"
"04/13/2022","1.2566","1.2642","1.2678","1.2554","","-0.61%"
"04/12/2022","1.2643","1.2629","1.2663","1.2581","","0.10%"
"04/11/2022","1.2631","1.2571","1.2642","1.2565","","0.50%"
"04/08/2022","1.2568","1.2587","1.2621","1.2564","","-0.17%"
"04/07/2022","1.2589","1.2543","1.2613","1.2536","","0.37%"
"04/06/2022","1.2542","1.2488","1.2559","1.2478","","0.46%"
"04/05/2022","1.2485","1.2483","1.2500","1.2402","","-0.01%"
"04/04/2022","1.2486","1.2520","1.2530","1.2467","","-0.26%"
"04/01/2022","1.2518","1.2502","1.2541","1.2479","","0.15%"
"03/31/2022","1.2499","1.2480","1.2535","1.2464","","0.15%"
"03/30/2022","1.2480","1.2503","1.2510","1.2428","","-0.18%"
"03/29/2022","1.2502","1.2518","1.2531","1.2469","","-0.14%"
"03/28/2022","1.2519","1.2479","1.2594","1.2472","","0.37%"
"03/25/2022","1.2473","1.2527","1.2555","1.2464","","-0.42%"
"03/24/2022","1.2526","1.2561","1.2587","1.2508","","-0.26%"
"03/23/2022","1.2559","1.2570","1.2607","1.2542","","-0.07%"
"03/22/2022","1.2568","1.2593","1.2624","1.2566","","-0.19%"
"03/21/2022","1.2592","1.2604","1.2625","1.2564","","-0.08%"
"03/18/2022","1.2602","1.2627","1.2648","1.2588","","-0.18%"
"03/17/2022","1.2625","1.2677","1.2700","1.2612","","-0.40%"
"03/16/2022","1.2676","1.2767","1.2780","1.2674","","-0.68%"
"03/15/2022","1.2763","1.2824","1.2873","1.2760","","-0.46%"
"03/14/2022","1.2822","1.2744","1.2828","1.2723","","0.62%"
"03/11/2022","1.2743","1.2764","1.2795","1.2693","","-0.19%"
"03/10/2022","1.2767","1.2811","1.2843","1.2750","","-0.29%"
"03/09/2022","1.2804","1.2882","1.2895","1.2802","","-0.59%"
"03/08/2022","1.2880","1.2821","1.2902","1.2795","","0.48%"
"03/07/2022","1.2818","1.2732","1.2823","1.2685","","0.69%"
"03/04/2022","1.2730","1.2681","1.2794","1.2668","","0.39%"
"03/03/2022","1.2680","1.2631","1.2694","1.2586","","0.41%"
"03/02/2022","1.2628","1.2740","1.2746","1.2627","","-0.88%"
"03/01/2022","1.2740","1.2679","1.2751","1.2652","","0.51%"
"02/28/2022","1.2675","1.2764","1.2811","1.2659","","-0.24%"
"02/25/2022","1.2705","1.2816","1.2822","1.2694","","-0.82%"
"02/24/2022","1.2810","1.2734","1.2879","1.2728","","0.62%"
"02/23/2022","1.2731","1.2771","1.2773","1.2681","","-0.30%"
"02/22/2022","1.2769","1.2750","1.2784","1.2717","","0.14%"
"02/21/2022","1.2751","1.2751","1.2763","1.2721","","0.02%"
"02/18/2022","1.2749","1.2704","1.2761","1.2673","","0.37%"
"02/17/2022","1.2702","1.2688","1.2736","1.2675","","0.17%"
"02/16/2022","1.2681","1.2720","1.2728","1.2664","","-0.27%"
"02/15/2022","1.2715","1.2729","1.2776","1.2701","","-0.10%"
"02/14/2022","1.2728","1.2744","1.2785","1.2719","","-0.06%"
"02/11/2022","1.2736","1.2719","1.2756","1.2668","","0.13%"
"02/10/2022","1.2719","1.2671","1.2730","1.2636","","0.39%"
"02/09/2022","1.2670","1.2712","1.2717","1.2664","","-0.32%"
"02/08/2022","1.2711","1.2668","1.2723","1.2663","","0.35%"
"02/07/2022","1.2667","1.2763","1.2763","1.2657","","-0.76%"
"02/04/2022","1.2764","1.2679","1.2789","1.2661","","0.69%"
"02/03/2022","1.2676","1.2670","1.2717","1.2657","","0.07%"
"02/02/2022","1.2667","1.2688","1.2707","1.2650","","-0.15%"
"02/01/2022","1.2686","1.2708","1.2728","1.2655","","-0.15%"
"01/31/2022","1.2705","1.2764","1.2779","1.2681","","-0.44%"
"01/28/2022","1.2761","1.2743","1.2798","1.2711","","0.16%"
"01/27/2022","1.2740","1.2670","1.2749","1.2649","","0.59%"
"01/26/2022","1.2665","1.2623","1.2690","1.2558","","0.30%"
"01/25/2022","1.2627","1.2636","1.2671","1.2596","","-0.06%"
"01/24/2022","1.2634","1.2583","1.2703","1.2553","","0.42%"
"01/21/2022","1.2581","1.2504","1.2589","1.2497","","0.63%"
"01/20/2022","1.2502","1.2514","1.2518","1.2452","","-0.09%"
"01/19/2022","1.2513","1.2514","1.2526","1.2450","","0.01%"
"01/18/2022","1.2512","1.2516","1.2565","1.2485","","-0.06%"
"01/17/2022","1.2519","1.2556","1.2558","1.2499","","-0.27%"
"01/14/2022","1.2553","1.2521","1.2572","1.2468","","0.26%"
"01/13/2022","1.2520","1.2509","1.2522","1.2451","","0.10%"
"01/12/2022","1.2507","1.2575","1.2581","1.2493","","-0.53%"
"01/11/2022","1.2574","1.2681","1.2684","1.2565","","-0.82%"
"01/10/2022","1.2678","1.2649","1.2699","1.2609","","0.27%"
"01/07/2022","1.2644","1.2733","1.2733","1.2631","","-0.68%"
"01/06/2022","1.2730","1.2757","1.2815","1.2706","","-0.17%"
"01/05/2022","1.2752","1.2707","1.2767","1.2691","","0.36%"
"01/04/2022","1.2706","1.2746","1.2767","1.2666","","-0.27%"
"01/03/2022","1.2741","1.2634","1.2780","1.2629","","0.85%"
"12/31/2021","1.2634","1.2741","1.2751","1.2621","","-0.83%"
"12/30/2021","1.2740","1.2796","1.2814","1.2734","","-0.38%"
"12/29/2021","1.2788","1.2820","1.2837","1.2787","","-0.27%"
"12/28/2021","1.2822","1.2787","1.2832","1.2780","","0.31%"
"12/27/2021","1.2783","1.2812","1.2849","1.2779","","-0.21%"
"12/24/2021","1.2810","1.2809","1.2836","1.2786","","0.01%"
"12/23/2021","1.2809","1.2836","1.2854","1.2797","","-0.19%"
