"Date","Price","Open","High","Low","Vol","Change %"
"11/20/1991","1.1357","1.1357","1.1380","1.1286","","0.61%"
"11/19/1991","1.1288","1.1288","1.1300","1.1267","","-0.04%"
"11/18/1991","1.1292","1.1292","1.1294","1.1267","","-0.05%"
"11/15/1991","1.1298","1.1298","1.1313","1.1294","","-0.04%"
"11/14/1991","1.1302","1.1302","1.1338","1.1293","","-0.08%"
"11/13/1991","1.1311","1.1311","1.1378","1.1305","","-0.26%"
"11/12/1991","1.1341","1.1341","1.1351","1.1280","","0.17%"
"11/11/1991","1.1322","1.1322","1.1332","1.1207","","0.11%"
"11/08/1991","1.1309","1.1309","1.1321","1.1227","","0.77%"
"11/07/1991","1.1223","1.1223","1.1244","1.1204","","-0.11%"
"11/06/1991","1.1235","1.1235","1.1269","1.1210","","0.24%"
"11/05/1991","1.1208","1.1208","1.1237","1.1199","","-0.04%"
"11/04/1991","1.1212","1.1212","1.1223","1.1191","","0.11%"
"11/01/1991","1.1200","1.1200","1.1229","1.1194","","-0.24%"
"10/31/1991","1.1227","1.1227","1.1260","1.1220","","-0.02%"
"10/30/1991","1.1229","1.1229","1.1239","1.1223","","-0.04%"
"10/29/1991","1.1233","1.1233","1.1248","1.1227","","-0.13%"
"10/28/1991","1.1248","1.1248","1.1267","1.1244","","-0.11%"
"10/25/1991","1.1260","1.1260","1.1267","1.1249","","-0.04%"
"10/24/1991","1.1265","1.1265","1.1279","1.1246","","-0.11%"
"10/23/1991","1.1277","1.1277","1.1288","1.1256","","0.15%"
"10/22/1991","1.1260","1.1260","1.1277","1.1252","","-0.02%"
"10/21/1991","1.1262","1.1262","1.1278","1.1260","","-0.08%"
"10/18/1991","1.1271","1.1271","1.1290","1.1265","","-0.10%"
"10/17/1991","1.1282","1.1282","1.1322","1.1275","","-0.26%"
"10/16/1991","1.1311","1.1311","1.1321","1.1292","","0.12%"
"10/15/1991","1.1298","1.1298","1.1305","1.1288","","0.05%"
"10/14/1991","1.1292","1.1292","1.1298","1.1282","","0.05%"
"10/11/1991","1.1286","1.1286","1.1298","1.1282","","-0.04%"
"10/10/1991","1.1290","1.1290","1.1309","1.1290","","-0.12%"
"10/09/1991","1.1303","1.1303","1.1307","1.1284","","0.13%"
"10/08/1991","1.1288","1.1288","1.1302","1.1277","","-0.02%"
"10/07/1991","1.1290","1.1290","1.1313","1.1288","","-0.20%"
"10/04/1991","1.1313","1.1313","1.1330","1.1309","","0.04%"
"10/03/1991","1.1309","1.1309","1.1324","1.1300","","0.02%"
"10/02/1991","1.1307","1.1307","1.1319","1.1305","","-0.07%"
"10/01/1991","1.1315","1.1315","1.1334","1.1311","","-0.06%"
"09/30/1991","1.1322","1.1322","1.1330","1.1308","","-0.11%"
"09/27/1991","1.1335","1.1335","1.1369","1.1330","","-0.18%"
"09/26/1991","1.1355","1.1355","1.1361","1.1345","","0.05%"
"09/25/1991","1.1349","1.1349","1.1351","1.1332","","0.08%"
"09/24/1991","1.1340","1.1340","1.1353","1.1333","","-0.06%"
"09/23/1991","1.1347","1.1347","1.1351","1.1336","","0.02%"
"09/20/1991","1.1345","1.1345","1.1357","1.1340","","-0.07%"
"09/19/1991","1.1353","1.1353","1.1372","1.1351","","-0.13%"
"09/18/1991","1.1368","1.1368","1.1380","1.1342","","0.05%"
"09/17/1991","1.1362","1.1362","1.1368","1.1351","","-0.04%"
"09/16/1991","1.1366","1.1366","1.1366","1.1342","","0.08%"
"09/13/1991","1.1357","1.1357","1.1376","1.1353","","-0.13%"
"09/12/1991","1.1372","1.1372","1.1376","1.1362","","0.00%"
"09/11/1991","1.1372","1.1372","1.1399","1.1368","","-0.20%"
"09/10/1991","1.1395","1.1395","1.1408","1.1391","","-0.07%"
"09/09/1991","1.1403","1.1403","1.1403","1.1382","","0.09%"
"09/06/1991","1.1393","1.1393","1.1422","1.1387","","-0.11%"
"09/05/1991","1.1406","1.1406","1.1420","1.1406","","-0.11%"
"09/04/1991","1.1418","1.1418","1.1427","1.1402","","0.07%"
"09/03/1991","1.1410","1.1410","1.1416","1.1397","","0.02%"
"09/02/1991","1.1408","1.1408","1.1427","1.1401","","-0.07%"
"08/30/1991","1.1416","1.1416","1.1429","1.1402","","0.09%"
"08/29/1991","1.1406","1.1406","1.1420","1.1393","","-0.04%"
"08/28/1991","1.1410","1.1410","1.1420","1.1397","","-0.07%"
"08/27/1991","1.1418","1.1418","1.1441","1.1412","","-0.20%"
"08/26/1991","1.1441","1.1441","1.1462","1.1436","","-0.04%"
"08/23/1991","1.1446","1.1446","1.1452","1.1427","","0.10%"
"08/22/1991","1.1435","1.1435","1.1456","1.1427","","-0.07%"
"08/21/1991","1.1443","1.1443","1.1447","1.1413","","0.24%"
"08/20/1991","1.1416","1.1416","1.1435","1.1402","","-0.11%"
"08/19/1991","1.1429","1.1429","1.1471","1.1425","","-0.15%"
"08/16/1991","1.1446","1.1446","1.1450","1.1437","","0.10%"
"08/15/1991","1.1435","1.1435","1.1458","1.1427","","0.03%"
"08/14/1991","1.1431","1.1431","1.1460","1.1427","","-0.27%"
"08/13/1991","1.1462","1.1462","1.1466","1.1450","","0.00%"
"08/12/1991","1.1462","1.1462","1.1473","1.1462","","-0.04%"
"08/09/1991","1.1467","1.1467","1.1471","1.1458","","0.08%"
"08/08/1991","1.1458","1.1458","1.1484","1.1454","","-0.13%"
"08/07/1991","1.1473","1.1473","1.1479","1.1460","","-0.03%"
"08/06/1991","1.1477","1.1477","1.1494","1.1475","","-0.15%"
"08/05/1991","1.1494","1.1494","1.1502","1.1488","","-0.07%"
"08/02/1991","1.1502","1.1502","1.1510","1.1490","","0.05%"
"08/01/1991","1.1496","1.1496","1.1513","1.1492","","-0.15%"
"07/31/1991","1.1513","1.1513","1.1534","1.1477","","-0.08%"
"07/30/1991","1.1522","1.1522","1.1531","1.1481","","0.21%"
"07/29/1991","1.1498","1.1498","1.1504","1.1477","","0.05%"
"07/26/1991","1.1492","1.1492","1.1536","1.1477","","-0.22%"
"07/25/1991","1.1517","1.1517","1.1534","1.1498","","-0.13%"
"07/24/1991","1.1532","1.1532","1.1559","1.1513","","-0.13%"
"07/23/1991","1.1547","1.1547","1.1574","1.1536","","-0.07%"
"07/22/1991","1.1555","1.1555","1.1603","1.1534","","-0.28%"
"07/19/1991","1.1587","1.1587","1.1635","1.1532","","0.10%"
"07/18/1991","1.1576","1.1576","1.1583","1.1477","","0.84%"
"07/17/1991","1.1480","1.1480","1.1490","1.1468","","0.01%"
"07/16/1991","1.1479","1.1479","1.1481","1.1452","","0.15%"
"07/15/1991","1.1462","1.1462","1.1481","1.1442","","-0.19%"
"07/12/1991","1.1484","1.1484","1.1496","1.1467","","-0.03%"
"07/11/1991","1.1488","1.1488","1.1500","1.1469","","0.03%"
"07/10/1991","1.1484","1.1484","1.1486","1.1465","","-0.03%"
"07/09/1991","1.1488","1.1488","1.1490","1.1462","","0.18%"
"07/08/1991","1.1467","1.1467","1.1467","1.1435","","0.31%"
"07/05/1991","1.1431","1.1431","1.1446","1.1430","","0.05%"
"07/04/1991","1.1425","1.1425","1.1429","1.1418","","0.00%"
"07/03/1991","1.1425","1.1425","1.1437","1.1416","","0.00%"
"07/02/1991","1.1425","1.1425","1.1450","1.1422","","-0.02%"
"07/01/1991","1.1427","1.1427","1.1431","1.1402","","0.10%"
"06/28/1991","1.1416","1.1416","1.1423","1.1410","","-0.04%"
"06/27/1991","1.1421","1.1421","1.1433","1.1419","","-0.01%"
"06/26/1991","1.1422","1.1422","1.1427","1.1413","","0.02%"
"06/25/1991","1.1420","1.1420","1.1431","1.1416","","-0.10%"
"06/24/1991","1.1431","1.1431","1.1448","1.1421","","-0.03%"
"06/21/1991","1.1435","1.1435","1.1435","1.1414","","0.13%"
"06/20/1991","1.1420","1.1420","1.1428","1.1410","","-0.06%"
"06/19/1991","1.1427","1.1427","1.1441","1.1418","","0.00%"
"06/18/1991","1.1427","1.1427","1.1433","1.1412","","0.10%"
"06/17/1991","1.1416","1.1416","1.1431","1.1412","","-0.13%"
"06/14/1991","1.1431","1.1431","1.1441","1.1425","","-0.02%"
"06/13/1991","1.1433","1.1433","1.1462","1.1427","","-0.08%"
"06/12/1991","1.1442","1.1442","1.1451","1.1433","","-0.02%"
"06/11/1991","1.1444","1.1444","1.1479","1.1442","","-0.27%"
"06/10/1991","1.1475","1.1475","1.1502","1.1467","","-0.02%"
"06/07/1991","1.1477","1.1477","1.1490","1.1458","","0.15%"
"06/06/1991","1.1460","1.1460","1.1478","1.1453","","-0.02%"
"06/05/1991","1.1462","1.1462","1.1466","1.1445","","0.14%"
"06/04/1991","1.1446","1.1446","1.1454","1.1433","","0.03%"
"06/03/1991","1.1442","1.1442","1.1455","1.1438","","-0.03%"
"05/31/1991","1.1446","1.1446","1.1454","1.1427","","0.03%"
"05/30/1991","1.1442","1.1442","1.1483","1.1438","","-0.18%"
"05/29/1991","1.1463","1.1463","1.1474","1.1456","","0.01%"
"05/28/1991","1.1462","1.1462","1.1488","1.1455","","-0.20%"
"05/27/1991","1.1485","1.1485","1.1500","1.1484","","-0.10%"
"05/24/1991","1.1496","1.1496","1.1507","1.1482","","0.02%"
"05/23/1991","1.1494","1.1494","1.1536","1.1481","","-0.03%"
"05/22/1991","1.1498","1.1498","1.1505","1.1481","","0.09%"
"05/21/1991","1.1488","1.1488","1.1502","1.1477","","-0.03%"
"05/20/1991","1.1492","1.1492","1.1507","1.1492","","-0.02%"
"05/17/1991","1.1494","1.1494","1.1515","1.1492","","-0.02%"
"05/16/1991","1.1496","1.1496","1.1504","1.1481","","0.03%"
"05/15/1991","1.1492","1.1492","1.1513","1.1482","","-0.18%"
"05/14/1991","1.1513","1.1513","1.1521","1.1498","","0.10%"
"05/13/1991","1.1502","1.1502","1.1513","1.1497","","-0.08%"
"05/10/1991","1.1511","1.1511","1.1538","1.1507","","-0.15%"
"05/09/1991","1.1528","1.1528","1.1538","1.1513","","0.08%"
"05/08/1991","1.1519","1.1519","1.1526","1.1498","","0.05%"
"05/07/1991","1.1513","1.1513","1.1515","1.1496","","0.05%"
"05/06/1991","1.1507","1.1507","1.1521","1.1502","","-0.03%"
"05/03/1991","1.1511","1.1511","1.1519","1.1488","","0.17%"
"05/02/1991","1.1492","1.1492","1.1530","1.1482","","-0.20%"
"05/01/1991","1.1515","1.1515","1.1538","1.1504","","-0.11%"
"04/30/1991","1.1528","1.1528","1.1536","1.1498","","0.08%"
"04/29/1991","1.1519","1.1519","1.1547","1.1513","","-0.03%"
"04/26/1991","1.1522","1.1522","1.1534","1.1502","","-0.09%"
"04/25/1991","1.1532","1.1532","1.1547","1.1517","","-0.09%"
"04/24/1991","1.1542","1.1542","1.1564","1.1529","","-0.21%"
"04/23/1991","1.1566","1.1566","1.1589","1.1553","","-0.20%"
"04/22/1991","1.1589","1.1589","1.1601","1.1557","","0.33%"
"04/19/1991","1.1551","1.1551","1.1555","1.1522","","0.30%"
"04/18/1991","1.1517","1.1517","1.1532","1.1498","","0.15%"
"04/17/1991","1.1500","1.1500","1.1513","1.1486","","0.09%"
"04/16/1991","1.1490","1.1490","1.1494","1.1473","","0.11%"
"04/15/1991","1.1477","1.1477","1.1515","1.1475","","-0.30%"
"04/12/1991","1.1511","1.1511","1.1524","1.1490","","0.05%"
"04/11/1991","1.1505","1.1505","1.1528","1.1488","","-0.09%"
"04/10/1991","1.1515","1.1515","1.1534","1.1509","","-0.07%"
"04/09/1991","1.1523","1.1523","1.1539","1.1522","","-0.13%"
"04/08/1991","1.1538","1.1538","1.1549","1.1532","","-0.03%"
"04/05/1991","1.1542","1.1542","1.1562","1.1532","","-0.13%"
"04/04/1991","1.1557","1.1557","1.1566","1.1551","","0.00%"
"04/03/1991","1.1557","1.1557","1.1562","1.1543","","0.05%"
"04/02/1991","1.1551","1.1551","1.1587","1.1545","","-0.25%"
"04/01/1991","1.1580","1.1580","1.1595","1.1578","","-0.06%"
"03/29/1991","1.1587","1.1587","1.1591","1.1576","","0.10%"
"03/28/1991","1.1576","1.1576","1.1601","1.1566","","-0.13%"
"03/27/1991","1.1591","1.1591","1.1624","1.1585","","-0.07%"
"03/26/1991","1.1599","1.1599","1.1627","1.1580","","-0.16%"
"03/25/1991","1.1618","1.1618","1.1622","1.1574","","0.33%"
"03/22/1991","1.1580","1.1580","1.1593","1.1561","","0.22%"
"03/21/1991","1.1555","1.1555","1.1576","1.1551","","-0.15%"
"03/20/1991","1.1572","1.1572","1.1597","1.1553","","0.20%"
"03/19/1991","1.1549","1.1549","1.1568","1.1536","","0.06%"
"03/18/1991","1.1542","1.1542","1.1581","1.1528","","-0.15%"
"03/15/1991","1.1559","1.1559","1.1562","1.1532","","0.16%"
"03/14/1991","1.1541","1.1541","1.1556","1.1524","","0.01%"
"03/13/1991","1.1540","1.1540","1.1549","1.1515","","0.00%"
"03/12/1991","1.1540","1.1540","1.1572","1.1532","","-0.16%"
"03/11/1991","1.1559","1.1559","1.1635","1.1549","","-0.51%"
"03/08/1991","1.1618","1.1618","1.1641","1.1587","","0.18%"
"03/07/1991","1.1597","1.1597","1.1603","1.1578","","0.09%"
"03/06/1991","1.1587","1.1587","1.1610","1.1570","","0.11%"
"03/05/1991","1.1574","1.1574","1.1578","1.1536","","0.16%"
"03/04/1991","1.1555","1.1555","1.1572","1.1523","","0.29%"
"03/01/1991","1.1522","1.1522","1.1546","1.1493","","0.21%"
"02/28/1991","1.1498","1.1498","1.1517","1.1492","","-0.15%"
"02/27/1991","1.1515","1.1515","1.1526","1.1486","","-0.05%"
"02/26/1991","1.1521","1.1521","1.1538","1.1508","","-0.02%"
"02/25/1991","1.1523","1.1523","1.1541","1.1515","","-0.01%"
"02/22/1991","1.1524","1.1524","1.1528","1.1491","","0.28%"
"02/21/1991","1.1492","1.1492","1.1540","1.1490","","-0.31%"
"02/20/1991","1.1528","1.1528","1.1542","1.1522","","-0.05%"
"02/19/1991","1.1534","1.1534","1.1549","1.1522","","0.02%"
"02/18/1991","1.1532","1.1532","1.1534","1.1502","","0.02%"
"02/15/1991","1.1530","1.1530","1.1547","1.1517","","0.07%"
"02/14/1991","1.1522","1.1522","1.1546","1.1522","","-0.12%"
"02/13/1991","1.1536","1.1536","1.1543","1.1524","","0.02%"
"02/12/1991","1.1534","1.1534","1.1555","1.1528","","-0.18%"
"02/11/1991","1.1555","1.1555","1.1587","1.1547","","-0.23%"
"02/08/1991","1.1582","1.1582","1.1598","1.1578","","-0.04%"
"02/07/1991","1.1587","1.1587","1.1603","1.1562","","0.10%"
"02/06/1991","1.1576","1.1576","1.1591","1.1568","","-0.06%"
"02/05/1991","1.1583","1.1583","1.1611","1.1578","","-0.14%"
"02/04/1991","1.1599","1.1599","1.1601","1.1568","","0.02%"
"02/01/1991","1.1597","1.1597","1.1633","1.1593","","-0.28%"
"01/31/1991","1.1629","1.1629","1.1650","1.1601","","0.22%"
"01/30/1991","1.1604","1.1604","1.1616","1.1568","","-0.05%"
"01/29/1991","1.1610","1.1610","1.1637","1.1578","","-0.12%"
"01/28/1991","1.1624","1.1624","1.1636","1.1608","","-0.16%"
"01/25/1991","1.1643","1.1643","1.1665","1.1584","","0.40%"
"01/24/1991","1.1597","1.1597","1.1616","1.1557","","0.22%"
"01/23/1991","1.1572","1.1572","1.1612","1.1562","","-0.11%"
"01/22/1991","1.1585","1.1585","1.1631","1.1572","","-0.05%"
"01/21/1991","1.1591","1.1591","1.1595","1.1557","","0.02%"
"01/18/1991","1.1589","1.1589","1.1601","1.1551","","-0.05%"
"01/17/1991","1.1595","1.1595","1.1610","1.1482","","0.82%"
"01/16/1991","1.1501","1.1501","1.1515","1.1462","","0.28%"
"01/15/1991","1.1469","1.1469","1.1502","1.1467","","-0.17%"
"01/14/1991","1.1488","1.1488","1.1536","1.1477","","-0.30%"
"01/11/1991","1.1522","1.1522","1.1554","1.1518","","-0.05%"
"01/10/1991","1.1528","1.1528","1.1559","1.1502","","0.05%"
"01/09/1991","1.1522","1.1522","1.1570","1.1515","","0.00%"
"01/08/1991","1.1522","1.1522","1.1541","1.1508","","-0.12%"
"01/07/1991","1.1536","1.1536","1.1570","1.1513","","0.18%"
"01/04/1991","1.1515","1.1515","1.1540","1.1505","","-0.13%"
"01/03/1991","1.1530","1.1530","1.1566","1.1522","","-0.20%"
"01/02/1991","1.1553","1.1553","1.1603","1.1551","","-0.38%"
"12/31/1990","1.1597","1.1597","1.1616","1.1578","","0.00%"
"12/28/1990","1.1597","1.1597","1.1620","1.1582","","-0.16%"
"12/27/1990","1.1616","1.1616","1.1631","1.1593","","0.16%"
"12/26/1990","1.1597","1.1597","1.1604","1.1587","","-0.03%"
"12/25/1990","1.1600","1.1600","1.1610","1.1595","","-0.01%"
"12/24/1990","1.1601","1.1601","1.1604","1.1593","","0.02%"
"12/21/1990","1.1599","1.1599","1.1627","1.1582","","0.03%"
"12/20/1990","1.1595","1.1595","1.1603","1.1576","","0.07%"
"12/19/1990","1.1587","1.1587","1.1604","1.1553","","0.26%"
"12/18/1990","1.1557","1.1557","1.1591","1.1542","","-0.20%"
"12/17/1990","1.1580","1.1580","1.1593","1.1557","","-0.03%"
"12/14/1990","1.1583","1.1583","1.1618","1.1578","","-0.20%"
"12/13/1990","1.1606","1.1606","1.1610","1.1585","","0.00%"
"12/12/1990","1.1606","1.1606","1.1614","1.1593","","0.04%"
"12/11/1990","1.1601","1.1601","1.1608","1.1572","","0.25%"
"12/10/1990","1.1572","1.1572","1.1612","1.1553","","-0.09%"
"12/07/1990","1.1583","1.1583","1.1633","1.1568","","-0.34%"
"12/06/1990","1.1622","1.1622","1.1643","1.1611","","-0.04%"
"12/05/1990","1.1627","1.1627","1.1643","1.1620","","-0.05%"
"12/04/1990","1.1633","1.1633","1.1665","1.1622","","-0.25%"
"12/03/1990","1.1662","1.1662","1.1667","1.1640","","0.10%"
"11/30/1990","1.1650","1.1650","1.1683","1.1633","","0.06%"
"11/29/1990","1.1643","1.1643","1.1658","1.1623","","0.02%"
"11/28/1990","1.1641","1.1641","1.1683","1.1637","","-0.09%"
"11/27/1990","1.1652","1.1652","1.1662","1.1603","","0.38%"
"11/26/1990","1.1608","1.1608","1.1618","1.1584","","0.08%"
"11/23/1990","1.1599","1.1599","1.1612","1.1572","","0.09%"
"11/22/1990","1.1589","1.1589","1.1612","1.1580","","0.03%"
"11/21/1990","1.1585","1.1585","1.1683","1.1568","","-0.05%"
"11/20/1990","1.1591","1.1591","1.1633","1.1585","","-0.36%"
"11/19/1990","1.1633","1.1633","1.1652","1.1620","","-0.02%"
"11/16/1990","1.1635","1.1635","1.1660","1.1612","","0.09%"
"11/15/1990","1.1624","1.1624","1.1644","1.1604","","0.00%"
"11/14/1990","1.1624","1.1624","1.1673","1.1618","","-0.33%"
"11/13/1990","1.1663","1.1663","1.1673","1.1644","","0.06%"
"11/12/1990","1.1656","1.1656","1.1683","1.1631","","-0.22%"
"11/09/1990","1.1682","1.1682","1.1708","1.1673","","-0.07%"
"11/08/1990","1.1690","1.1690","1.1707","1.1667","","0.15%"
"11/07/1990","1.1673","1.1673","1.1692","1.1603","","0.36%"
"11/06/1990","1.1631","1.1631","1.1633","1.1553","","0.35%"
"11/05/1990","1.1591","1.1591","1.1648","1.1561","","-0.49%"
"11/02/1990","1.1648","1.1648","1.1671","1.1637","","0.03%"
"11/01/1990","1.1645","1.1645","1.1713","1.1641","","-0.17%"
"10/31/1990","1.1665","1.1665","1.1713","1.1663","","-0.09%"
"10/30/1990","1.1675","1.1675","1.1684","1.1633","","0.34%"
"10/29/1990","1.1635","1.1635","1.1648","1.1627","","-0.07%"
"10/26/1990","1.1643","1.1643","1.1674","1.1633","","-0.15%"
"10/25/1990","1.1660","1.1660","1.1694","1.1656","","-0.18%"
"10/24/1990","1.1681","1.1681","1.1724","1.1673","","-0.36%"
"10/23/1990","1.1723","1.1723","1.1773","1.1703","","-0.29%"
"10/22/1990","1.1757","1.1757","1.1772","1.1698","","0.28%"
"10/19/1990","1.1724","1.1724","1.1753","1.1623","","0.18%"
"10/18/1990","1.1703","1.1703","1.1798","1.1598","","-0.19%"
"10/17/1990","1.1725","1.1725","1.1740","1.1562","","1.41%"
"10/16/1990","1.1562","1.1562","1.1608","1.1533","","0.18%"
"10/15/1990","1.1541","1.1541","1.1553","1.1461","","0.65%"
"10/12/1990","1.1467","1.1467","1.1477","1.1448","","0.00%"
"10/11/1990","1.1467","1.1467","1.1530","1.1454","","-0.20%"
"10/10/1990","1.1490","1.1490","1.1509","1.1488","","-0.15%"
"10/09/1990","1.1507","1.1507","1.1521","1.1498","","-0.05%"
"10/08/1990","1.1513","1.1513","1.1542","1.1502","","-0.15%"
"10/05/1990","1.1530","1.1530","1.1549","1.1482","","0.37%"
"10/04/1990","1.1488","1.1488","1.1517","1.1481","","-0.25%"
"10/03/1990","1.1517","1.1517","1.1538","1.1502","","-0.10%"
"10/02/1990","1.1528","1.1528","1.1557","1.1522","","-0.03%"
"10/01/1990","1.1532","1.1532","1.1572","1.1509","","-0.18%"
"09/28/1990","1.1553","1.1553","1.1578","1.1530","","-0.08%"
"09/27/1990","1.1562","1.1562","1.1584","1.1536","","0.06%"
"09/26/1990","1.1555","1.1555","1.1578","1.1492","","0.36%"
"09/25/1990","1.1513","1.1513","1.1530","1.1473","","0.22%"
"09/24/1990","1.1488","1.1488","1.1534","1.1482","","-0.35%"
"09/21/1990","1.1528","1.1528","1.1568","1.1522","","0.00%"
"09/20/1990","1.1528","1.1528","1.1580","1.1526","","-0.41%"
"09/19/1990","1.1576","1.1576","1.1593","1.1553","","-0.08%"
"09/18/1990","1.1585","1.1585","1.1622","1.1562","","0.11%"
"09/17/1990","1.1572","1.1572","1.1646","1.1568","","-0.63%"
"09/14/1990","1.1645","1.1645","1.1668","1.1608","","-0.09%"
"09/13/1990","1.1656","1.1656","1.1698","1.1597","","0.10%"
"09/12/1990","1.1644","1.1644","1.1696","1.1590","","0.31%"
"09/11/1990","1.1608","1.1608","1.1696","1.1597","","-0.57%"
"09/10/1990","1.1675","1.1675","1.1715","1.1618","","0.38%"
"09/07/1990","1.1631","1.1631","1.1663","1.1631","","0.51%"
"09/06/1990","1.1572","1.1572","1.1612","1.1500","","0.42%"
"09/05/1990","1.1524","1.1524","1.1613","1.1507","","-0.66%"
"09/04/1990","1.1601","1.1601","1.1628","1.1536","","0.60%"
"09/03/1990","1.1532","1.1532","1.1612","1.1502","","-0.29%"
"08/31/1990","1.1566","1.1566","1.1585","1.1465","","0.83%"
"08/30/1990","1.1471","1.1471","1.1484","1.1444","","0.82%"
"08/29/1990","1.1378","1.1378","1.1427","1.1372","","-0.39%"
"08/28/1990","1.1422","1.1422","1.1445","1.1391","","-0.13%"
"08/27/1990","1.1437","1.1437","1.1439","1.1324","","1.34%"
"08/24/1990","1.1286","1.1286","1.1372","1.1271","","-0.44%"
"08/23/1990","1.1336","1.1336","1.1353","1.1288","","-0.11%"
"08/22/1990","1.1349","1.1349","1.1402","1.1345","","-0.46%"
"08/21/1990","1.1402","1.1402","1.1449","1.1388","","-0.20%"
"08/20/1990","1.1425","1.1425","1.1450","1.1418","","-0.12%"
"08/17/1990","1.1439","1.1439","1.1490","1.1435","","-0.39%"
"08/16/1990","1.1484","1.1484","1.1496","1.1429","","0.41%"
"08/15/1990","1.1437","1.1437","1.1443","1.1422","","-0.03%"
"08/14/1990","1.1441","1.1441","1.1475","1.1438","","-0.18%"
"08/13/1990","1.1462","1.1462","1.1478","1.1458","","-0.06%"
"08/10/1990","1.1469","1.1469","1.1490","1.1465","","0.02%"
"08/09/1990","1.1467","1.1467","1.1521","1.1462","","-0.10%"
"08/08/1990","1.1479","1.1479","1.1513","1.1469","","-0.30%"
"08/07/1990","1.1513","1.1513","1.1519","1.1481","","0.15%"
"08/06/1990","1.1496","1.1496","1.1517","1.1477","","-0.07%"
"08/03/1990","1.1504","1.1504","1.1539","1.1502","","-0.04%"
"08/02/1990","1.1509","1.1509","1.1547","1.1507","","-0.11%"
"08/01/1990","1.1522","1.1522","1.1538","1.1508","","0.04%"
"07/31/1990","1.1517","1.1517","1.1553","1.1515","","0.02%"
"07/30/1990","1.1515","1.1515","1.1547","1.1511","","-0.10%"
"07/27/1990","1.1526","1.1526","1.1545","1.1513","","-0.02%"
"07/26/1990","1.1528","1.1528","1.1574","1.1502","","-0.05%"
"07/25/1990","1.1534","1.1534","1.1574","1.1511","","-0.25%"
"07/24/1990","1.1563","1.1563","1.1574","1.1557","","0.01%"
"07/23/1990","1.1562","1.1562","1.1580","1.1547","","0.06%"
"07/20/1990","1.1555","1.1555","1.1576","1.1513","","0.22%"
"07/19/1990","1.1530","1.1530","1.1551","1.1513","","-0.11%"
"07/18/1990","1.1543","1.1543","1.1584","1.1513","","0.10%"
"07/17/1990","1.1532","1.1532","1.1610","1.1526","","-0.46%"
"07/16/1990","1.1585","1.1585","1.1610","1.1572","","0.08%"
"07/13/1990","1.1576","1.1576","1.1587","1.1557","","0.09%"
"07/12/1990","1.1566","1.1566","1.1635","1.1555","","-0.22%"
"07/11/1990","1.1591","1.1591","1.1612","1.1562","","0.20%"
"07/10/1990","1.1568","1.1568","1.1591","1.1555","","-0.13%"
"07/09/1990","1.1583","1.1583","1.1623","1.1573","","-0.28%"
"07/06/1990","1.1616","1.1616","1.1660","1.1614","","-0.18%"
"07/05/1990","1.1637","1.1637","1.1643","1.1612","","0.13%"
"07/04/1990","1.1622","1.1622","1.1634","1.1604","","0.02%"
"07/03/1990","1.1620","1.1620","1.1648","1.1612","","-0.01%"
"07/02/1990","1.1621","1.1621","1.1650","1.1608","","-0.10%"
"06/29/1990","1.1633","1.1633","1.1715","1.1625","","-0.52%"
"06/28/1990","1.1694","1.1694","1.1732","1.1679","","-0.02%"
"06/27/1990","1.1696","1.1696","1.1763","1.1603","","-0.15%"
"06/26/1990","1.1713","1.1713","1.1772","1.1711","","-0.52%"
"06/25/1990","1.1774","1.1774","1.1774","1.1761","","-0.08%"
"06/22/1990","1.1784","1.1784","1.1825","1.1754","","0.20%"
"06/21/1990","1.1761","1.1761","1.1770","1.1713","","0.34%"
"06/20/1990","1.1721","1.1721","1.1740","1.1707","","-0.14%"
"06/19/1990","1.1738","1.1738","1.1749","1.1730","","-0.09%"
"06/18/1990","1.1749","1.1749","1.1755","1.1702","","0.29%"
"06/15/1990","1.1715","1.1715","1.1736","1.1694","","0.03%"
"06/14/1990","1.1711","1.1711","1.1721","1.1690","","-0.09%"
"06/13/1990","1.1722","1.1722","1.1723","1.1712","","-0.01%"
"06/12/1990","1.1723","1.1723","1.1743","1.1703","","0.14%"
"06/11/1990","1.1707","1.1707","1.1723","1.1671","","-0.26%"
"06/08/1990","1.1738","1.1738","1.1763","1.1702","","0.29%"
"06/07/1990","1.1704","1.1704","1.1708","1.1672","","0.05%"
"06/06/1990","1.1698","1.1698","1.1755","1.1685","","-0.56%"
"06/05/1990","1.1764","1.1764","1.1778","1.1742","","0.13%"
"06/04/1990","1.1749","1.1749","1.1780","1.1734","","-0.03%"
"06/01/1990","1.1753","1.1753","1.1768","1.1713","","0.34%"
"05/31/1990","1.1713","1.1713","1.1765","1.1707","","-0.26%"
"05/30/1990","1.1743","1.1743","1.1804","1.1733","","-0.52%"
"05/29/1990","1.1804","1.1804","1.1829","1.1779","","-0.17%"
"05/28/1990","1.1824","1.1824","1.1852","1.1793","","-0.04%"
"05/25/1990","1.1829","1.1829","1.1862","1.1820","","-0.19%"
"05/24/1990","1.1852","1.1852","1.1865","1.1797","","0.11%"
"05/23/1990","1.1839","1.1839","1.1883","1.1822","","-0.39%"
"05/22/1990","1.1885","1.1885","1.1936","1.1747","","0.93%"
"05/21/1990","1.1776","1.1776","1.1825","1.1763","","-0.21%"
